id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
449,EPIC 206042996 b,1474,3.53 Earths,16.59,2019
450,DH Tauri b,440,11 Jupiters,13.98,2004
451,DMPP-1 b,204,24.27 Earths,7.98,2019
452,DMPP-1 c,204,9.6 Earths,7.98,2019
453,DMPP-1 d,204,3.35 Earths,7.98,2019
454,DMPP-1 e,204,4.13 Earths,7.98,2019
455,DMPP-2 b,450,0.437 Jupiters,8.57,2019
456,DMPP-3 A b,148,2.58 Earths,9.066,2019
457,DP Leonis b,997,6.28 Jupiters,18.6837,2009
458,DS Tucanae A b,144,1.3 Jupiters,8.17,2019
459,EPIC 201170410.02,437,1.15 Earths,17.6984,2020
460,EPIC 201238110 b,520,4.16 Earths,16.014,2019
461,EPIC 201427007 b,2304,2.86 Earths,14.321,2021
462,EPIC 201497682 b,825,0.26 Earths,13.948,2019
463,EPIC 201595106 b,757,2.24 Earths,11.746,2021
464,EPIC 201615463 c,1556,1.98 Earths,12.081,2019
465,EPIC 201754305 d,1093,1.08 Earths,14.668,2019
466,EPIC 201757695.02,1884,0.688 Earths,14.974,2020
467,EPIC 201833600 c,840,0.972 Earths,14.705,2019
468,EPIC 201841433 b,1424,1.12 Earths,14.983,2019
469,EPIC 205950854 c,796,2.27 Earths,12.365,2019
470,EPIC 206024342 b,1207,3.53 Earths,13.096,2019
471,EPIC 206024342 c,1207,2.54 Earths,13.096,2021
472,EPIC 206024342 d,1207,7.27 Earths,13.096,2021
473,EPIC 206032309 b,526,1.01 Earths,17.89,2019
474,EPIC 206042996 b,1474,3.53 Earths,16.59,2019
475,DH Tauri b,440,11 Jupiters,13.98,2004
476,DMPP-1 b,204,24.27 Earths,7.98,2019
477,DMPP-1 c,204,9.6 Earths,7.98,2019
478,DMPP-1 d,204,3.35 Earths,7.98,2019
479,DMPP-1 e,204,4.13 Earths,7.98,2019
480,DMPP-2 b,450,0.437 Jupiters,8.57,2019
481,DMPP-3 A b,148,2.58 Earths,9.066,2019
482,DP Leonis b,997,6.28 Jupiters,18.6837,2009
483,DS Tucanae A b,144,1.3 Jupiters,8.17,2019
484,EPIC 201170410.02,437,1.15 Earths,17.6984,2020
485,EPIC 201238110 b,520,4.16 Earths,16.014,2019
486,EPIC 201427007 b,2304,2.86 Earths,14.321,2021
487,EPIC 201497682 b,825,0.26 Earths,13.948,2019
488,EPIC 201595106 b,757,2.24 Earths,11.746,2021
489,EPIC 201615463 c,1556,1.98 Earths,12.081,2019
490,EPIC 201754305 d,1093,1.08 Earths,14.668,2019
491,EPIC 201757695.02,1884,0.688 Earths,14.974,2020
492,EPIC 201833600 c,840,0.972 Earths,14.705,2019
493,EPIC 201841433 b,1424,1.12 Earths,14.983,2019
494,EPIC 205950854 c,796,2.27 Earths,12.365,2019
495,EPIC 206024342 b,1207,3.53 Earths,13.096,2019
496,EPIC 206024342 c,1207,2.54 Earths,13.096,2021
497,EPIC 206024342 d,1207,7.27 Earths,13.096,2021
498,EPIC 206032309 b,526,1.01 Earths,17.89,2019
499,EPIC 206042996 b,1474,3.53 Earths,16.59,2019
500,EPIC 206042996 c,1474,1.87 Earths,16.59,2021
501,EPIC 206215704 b,358,0.972 Earths,17.83,2019
502,EPIC 206317286 b,1025,0.84 Earths,14.005,2019
503,EPIC 206317286 c,1025,5.03 Earths,14.005,2022
504,EPIC 211822797 b,607,4.35 Earths,15.133,2016
505,EPIC 211945201 b,593,27 Earths,10.154,2018
506,EPIC 212297394 b,1365,2.79 Earths,14.611,2019
507,EPIC 212297394 c,1365,5.77 Earths,14.611,2016
508,EPIC 212424622 b,1996,5.35 Earths,13.441,2019
509,EPIC 212499991 b,924,3.19 Earths,13.672,2019
510,EPIC 212587672 b,1044,2.13 Earths,12.488,2019
511,EPIC 212587672 c,1044,5.99 Earths,12.488,2016
512,EPIC 212624936 b,1833,1.87 Earths,13.976,2021
513,EPIC 212624936 c,1833,5.9 Earths,13.976,2021
514,EPIC 212737443 b,1097,7.2 Earths,14.81,2019
515,EPIC 212737443 c,1097,7.7 Earths,14.81,2019
516,EPIC 220492298 b,2037,0.937 Earths,13.991,2021
517,EPIC 220554210 c,1619,3.19 Earths,14.21,2019
518,EPIC 220674823 b,798,7.72 Earths,12.101,2016
519,EPIC 220674823 c,798,5.8 Earths,12.101,2016
520,EPIC 228836835 b,490,1.37 Earths,16.77,2021
521,EPIC 246851721 b,1216,3 Jupiters,11.237,2018
522,EPIC 248847494 b,1800,13 Jupiters,12.353,2018
523,EPIC 249893012 b,1048,8.75 Earths,11.429,2020
524,EPIC 249893012 c,1048,14.67 Earths,11.429,2020
525,EPIC 206042996 c,1474,1.87 Earths,16.59,2021
526,EPIC 206215704 b,358,0.972 Earths,17.83,2019
527,EPIC 206317286 b,1025,0.84 Earths,14.005,2019
528,EPIC 206317286 c,1025,5.03 Earths,14.005,2022
529,EPIC 211822797 b,607,4.35 Earths,15.133,2016
530,EPIC 211945201 b,593,27 Earths,10.154,2018
531,EPIC 212297394 b,1365,2.79 Earths,14.611,2019
532,EPIC 212297394 c,1365,5.77 Earths,14.611,2016
533,EPIC 212424622 b,1996,5.35 Earths,13.441,2019
534,EPIC 212499991 b,924,3.19 Earths,13.672,2019
535,EPIC 212587672 b,1044,2.13 Earths,12.488,2019
536,EPIC 212587672 c,1044,5.99 Earths,12.488,2016
537,EPIC 212624936 b,1833,1.87 Earths,13.976,2021
538,EPIC 212624936 c,1833,5.9 Earths,13.976,2021
539,EPIC 212737443 b,1097,7.2 Earths,14.81,2019
540,EPIC 212737443 c,1097,7.7 Earths,14.81,2019
541,EPIC 220492298 b,2037,0.937 Earths,13.991,2021
542,EPIC 220554210 c,1619,3.19 Earths,14.21,2019
543,EPIC 220674823 b,798,7.72 Earths,12.101,2016
544,EPIC 220674823 c,798,5.8 Earths,12.101,2016
545,EPIC 228836835 b,490,1.37 Earths,16.77,2021
546,EPIC 246851721 b,1216,3 Jupiters,11.237,2018
547,EPIC 248847494 b,1800,13 Jupiters,12.353,2018
548,EPIC 249893012 b,1048,8.75 Earths,11.429,2020
549,EPIC 249893012 c,1048,14.67 Earths,11.429,2020
550,GJ 1265 b,33,7.4 Earths,14.01,2018
551,GJ 143 b,53,22.7 Earths,8.08,2019
552,GJ 15 A b,12,3.03 Earths,8.09,2014
553,GJ 15 A c,12,36 Earths,8.09,2018
554,GJ 160.2 b,84,10.2 Earths,9.7,2014
555,GJ 163 b,49,10.6 Earths,11.79,2013
556,GJ 163 c,49,6.8 Earths,11.79,2013
557,GJ 163 d,49,29.4 Earths,11.79,2013
558,GJ 179 b,40,0.82 Jupiters,11.963,2009
559,GJ 180 b,39,6.49 Earths,10.914,2014
560,GJ 180 c,39,6.4 Earths,10.914,2014
561,GJ 180 d,39,7.56 Earths,10.914,2020
562,GJ 2030 b,121,4.59248 Earths,6.20902,2022
563,GJ 2030 c,121,12.79888 Jupiters,6.20902,2022
564,GJ 2056 b,93,16.2 Earths,10.37,2020
565,GJ 229 A c,19,8.57613 Earths,8.15,2020
566,GJ 229 b,19,14.85045 Earths,8.15,2014
567,GJ 251 b,18,4 Earths,9.89,2020
568,GJ 27.1 b,77,13 Earths,11.45,2014
569,GJ 273 b,19,2.89 Earths,9.84,2017
570,GJ 273 c,19,1.18 Earths,9.84,2017
571,GJ 3021 b,57,3.37 Jupiters,6.59,2000
572,GJ 3082 b,54,8.2 Earths,11.041,2020
573,GJ 3090 b,73,3.34 Earths,11.403,2022
574,GJ 3138 b,93,1.78 Earths,10.8275,2017
575,GJ 1265 b,33,7.4 Earths,14.01,2018
576,GJ 143 b,53,22.7 Earths,8.08,2019
577,GJ 15 A b,12,3.03 Earths,8.09,2014
578,GJ 15 A c,12,36 Earths,8.09,2018
579,GJ 160.2 b,84,10.2 Earths,9.7,2014
580,GJ 163 b,49,10.6 Earths,11.79,2013
581,GJ 163 c,49,6.8 Earths,11.79,2013
582,GJ 163 d,49,29.4 Earths,11.79,2013
583,GJ 179 b,40,0.82 Jupiters,11.963,2009
584,GJ 180 b,39,6.49 Earths,10.914,2014
585,GJ 180 c,39,6.4 Earths,10.914,2014
586,GJ 180 d,39,7.56 Earths,10.914,2020
587,GJ 2030 b,121,4.59248 Earths,6.20902,2022
588,GJ 2030 c,121,12.79888 Jupiters,6.20902,2022
589,GJ 2056 b,93,16.2 Earths,10.37,2020
590,GJ 229 A c,19,8.57613 Earths,8.15,2020
591,GJ 229 b,19,14.85045 Earths,8.15,2014
592,GJ 251 b,18,4 Earths,9.89,2020
593,GJ 27.1 b,77,13 Earths,11.45,2014
594,GJ 273 b,19,2.89 Earths,9.84,2017
595,GJ 273 c,19,1.18 Earths,9.84,2017
596,GJ 3021 b,57,3.37 Jupiters,6.59,2000
597,GJ 3082 b,54,8.2 Earths,11.041,2020
598,GJ 3090 b,73,3.34 Earths,11.403,2022
599,GJ 3138 b,93,1.78 Earths,10.8275,2017
600,HAT-P-38 b,832,0.267 Jupiters,12.525,2012
601,HAT-P-39 b,2274,0.599 Jupiters,12.282,2012
602,HAT-P-3 b,439,0.65 Jupiters,11.856,2007
603,HAT-P-40 b,1515,0.48 Jupiters,11.34,2012
604,HAT-P-41 b,1136,1.19 Jupiters,11.365,2012
605,HAT-P-42 b,1322,1.044 Jupiters,12.125,2012
606,HAT-P-43 b,1725,0.662 Jupiters,13.279,2012
607,HAT-P-44 b,1135,0.352 Jupiters,13.225,2014
608,HAT-P-44 c,1135,4 Jupiters,13.225,2014
609,HAT-P-45 b,974,0.892 Jupiters,12.783,2014
610,HAT-P-46 b,948,0.493 Jupiters,11.997,2014
611,HAT-P-49 b,1143,2.2 Jupiters,10.205,2014
612,HAT-P-4 b,1045,0.671 Jupiters,11.118,2007
613,HAT-P-50 b,1681,1.35 Jupiters,11.703,2015
614,HAT-P-51 b,1436,0.309 Jupiters,13.51,2015
615,HAT-P-52 b,1178,0.818 Jupiters,14.107,2015
616,HAT-P-53 b,2175,1.484 Jupiters,13.78,2015
617,HAT-P-54 b,469,0.76 Jupiters,13.398,2015
618,HAT-P-55 b,1668,0.582 Jupiters,13.197,2015
619,HAT-P-56 b,1046,2.31 Jupiters,10.92,2015
620,HAT-P-57 b,913,1.41 Jupiters,10.639,2015
621,HAT-P-58 b,1682,0.372 Jupiters,12.925,2021
622,HAT-P-59 b,866,1.54 Jupiters,11.64,2021
623,HAT-P-5 b,989,0.98 Jupiters,11.954,2007
624,HAT-P-60 b,761,0.574 Jupiters,9.727,2021
625,HAT-P-38 b,832,0.267 Jupiters,12.525,2012
626,HAT-P-39 b,2274,0.599 Jupiters,12.282,2012
627,HAT-P-3 b,439,0.65 Jupiters,11.856,2007
628,HAT-P-40 b,1515,0.48 Jupiters,11.34,2012
629,HAT-P-41 b,1136,1.19 Jupiters,11.365,2012
630,HAT-P-42 b,1322,1.044 Jupiters,12.125,2012
631,HAT-P-43 b,1725,0.662 Jupiters,13.279,2012
632,HAT-P-44 b,1135,0.352 Jupiters,13.225,2014
633,HAT-P-44 c,1135,4 Jupiters,13.225,2014
634,HAT-P-45 b,974,0.892 Jupiters,12.783,2014
635,HAT-P-46 b,948,0.493 Jupiters,11.997,2014
636,HAT-P-49 b,1143,2.2 Jupiters,10.205,2014
637,HAT-P-4 b,1045,0.671 Jupiters,11.118,2007
638,HAT-P-50 b,1681,1.35 Jupiters,11.703,2015
639,HAT-P-51 b,1436,0.309 Jupiters,13.51,2015
640,HAT-P-52 b,1178,0.818 Jupiters,14.107,2015
641,HAT-P-53 b,2175,1.484 Jupiters,13.78,2015
642,HAT-P-54 b,469,0.76 Jupiters,13.398,2015
643,HAT-P-55 b,1668,0.582 Jupiters,13.197,2015
644,HAT-P-56 b,1046,2.31 Jupiters,10.92,2015
645,HAT-P-57 b,913,1.41 Jupiters,10.639,2015
646,HAT-P-58 b,1682,0.372 Jupiters,12.925,2021
647,HAT-P-59 b,866,1.54 Jupiters,11.64,2021
648,HAT-P-5 b,989,0.98 Jupiters,11.954,2007
649,HAT-P-60 b,761,0.574 Jupiters,9.727,2021
650,HAT-P-38 b,832,0.267 Jupiters,12.525,2012
651,HAT-P-39 b,2274,0.599 Jupiters,12.282,2012
652,HAT-P-3 b,439,0.65 Jupiters,11.856,2007
653,HAT-P-40 b,1515,0.48 Jupiters,11.34,2012
654,HAT-P-41 b,1136,1.19 Jupiters,11.365,2012
655,HAT-P-42 b,1322,1.044 Jupiters,12.125,2012
656,HAT-P-43 b,1725,0.662 Jupiters,13.279,2012
657,HAT-P-44 b,1135,0.352 Jupiters,13.225,2014
658,HAT-P-44 c,1135,4 Jupiters,13.225,2014
659,HAT-P-45 b,974,0.892 Jupiters,12.783,2014
660,HAT-P-46 b,948,0.493 Jupiters,11.997,2014
661,HAT-P-49 b,1143,2.2 Jupiters,10.205,2014
662,HAT-P-4 b,1045,0.671 Jupiters,11.118,2007
663,HAT-P-50 b,1681,1.35 Jupiters,11.703,2015
664,HAT-P-51 b,1436,0.309 Jupiters,13.51,2015
665,HAT-P-52 b,1178,0.818 Jupiters,14.107,2015
666,HAT-P-53 b,2175,1.484 Jupiters,13.78,2015
667,HAT-P-54 b,469,0.76 Jupiters,13.398,2015
668,HAT-P-55 b,1668,0.582 Jupiters,13.197,2015
669,HAT-P-56 b,1046,2.31 Jupiters,10.92,2015
670,HAT-P-57 b,913,1.41 Jupiters,10.639,2015
671,HAT-P-58 b,1682,0.372 Jupiters,12.925,2021
672,HAT-P-59 b,866,1.54 Jupiters,11.64,2021
673,HAT-P-5 b,989,0.98 Jupiters,11.954,2007
674,HAT-P-60 b,761,0.574 Jupiters,9.727,2021
675,HAT-P-38 b,832,0.267 Jupiters,12.525,2012
676,HAT-P-39 b,2274,0.599 Jupiters,12.282,2012
677,HAT-P-3 b,439,0.65 Jupiters,11.856,2007
678,HAT-P-40 b,1515,0.48 Jupiters,11.34,2012
679,HAT-P-41 b,1136,1.19 Jupiters,11.365,2012
680,HAT-P-42 b,1322,1.044 Jupiters,12.125,2012
681,HAT-P-43 b,1725,0.662 Jupiters,13.279,2012
682,HAT-P-44 b,1135,0.352 Jupiters,13.225,2014
683,HAT-P-44 c,1135,4 Jupiters,13.225,2014
684,HAT-P-45 b,974,0.892 Jupiters,12.783,2014
685,HAT-P-46 b,948,0.493 Jupiters,11.997,2014
686,HAT-P-49 b,1143,2.2 Jupiters,10.205,2014
687,HAT-P-4 b,1045,0.671 Jupiters,11.118,2007
688,HAT-P-50 b,1681,1.35 Jupiters,11.703,2015
689,HAT-P-51 b,1436,0.309 Jupiters,13.51,2015
690,HAT-P-52 b,1178,0.818 Jupiters,14.107,2015
691,HAT-P-53 b,2175,1.484 Jupiters,13.78,2015
692,HAT-P-54 b,469,0.76 Jupiters,13.398,2015
693,HAT-P-55 b,1668,0.582 Jupiters,13.197,2015
694,HAT-P-56 b,1046,2.31 Jupiters,10.92,2015
695,HAT-P-57 b,913,1.41 Jupiters,10.639,2015
696,HAT-P-58 b,1682,0.372 Jupiters,12.925,2021
697,HAT-P-59 b,866,1.54 Jupiters,11.64,2021
698,HAT-P-5 b,989,0.98 Jupiters,11.954,2007
699,HAT-P-60 b,761,0.574 Jupiters,9.727,2021
700,HAT-P-38 b,832,0.267 Jupiters,12.525,2012
701,HAT-P-39 b,2274,0.599 Jupiters,12.282,2012
702,HAT-P-3 b,439,0.65 Jupiters,11.856,2007
703,HAT-P-40 b,1515,0.48 Jupiters,11.34,2012
704,HAT-P-41 b,1136,1.19 Jupiters,11.365,2012
705,HAT-P-42 b,1322,1.044 Jupiters,12.125,2012
706,HAT-P-43 b,1725,0.662 Jupiters,13.279,2012
707,HAT-P-44 b,1135,0.352 Jupiters,13.225,2014
708,HAT-P-44 c,1135,4 Jupiters,13.225,2014
709,HAT-P-45 b,974,0.892 Jupiters,12.783,2014
710,HAT-P-46 b,948,0.493 Jupiters,11.997,2014
711,HAT-P-49 b,1143,2.2 Jupiters,10.205,2014
712,HAT-P-4 b,1045,0.671 Jupiters,11.118,2007
713,HAT-P-50 b,1681,1.35 Jupiters,11.703,2015
714,HAT-P-51 b,1436,0.309 Jupiters,13.51,2015
715,HAT-P-52 b,1178,0.818 Jupiters,14.107,2015
716,HAT-P-53 b,2175,1.484 Jupiters,13.78,2015
717,HAT-P-54 b,469,0.76 Jupiters,13.398,2015
718,HAT-P-55 b,1668,0.582 Jupiters,13.197,2015
719,HAT-P-56 b,1046,2.31 Jupiters,10.92,2015
720,HAT-P-57 b,913,1.41 Jupiters,10.639,2015
721,HAT-P-58 b,1682,0.372 Jupiters,12.925,2021
722,HAT-P-59 b,866,1.54 Jupiters,11.64,2021
723,HAT-P-5 b,989,0.98 Jupiters,11.954,2007
724,HAT-P-60 b,761,0.574 Jupiters,9.727,2021
725,HAT-P-38 b,832,0.267 Jupiters,12.525,2012
726,HAT-P-39 b,2274,0.599 Jupiters,12.282,2012
727,HAT-P-3 b,439,0.65 Jupiters,11.856,2007
728,HAT-P-40 b,1515,0.48 Jupiters,11.34,2012
729,HAT-P-41 b,1136,1.19 Jupiters,11.365,2012
730,HAT-P-42 b,1322,1.044 Jupiters,12.125,2012
731,HAT-P-43 b,1725,0.662 Jupiters,13.279,2012
732,HAT-P-44 b,1135,0.352 Jupiters,13.225,2014
733,HAT-P-44 c,1135,4 Jupiters,13.225,2014
734,HAT-P-45 b,974,0.892 Jupiters,12.783,2014
735,HAT-P-46 b,948,0.493 Jupiters,11.997,2014
736,HAT-P-49 b,1143,2.2 Jupiters,10.205,2014
737,HAT-P-4 b,1045,0.671 Jupiters,11.118,2007
738,HAT-P-50 b,1681,1.35 Jupiters,11.703,2015
739,HAT-P-51 b,1436,0.309 Jupiters,13.51,2015
740,HAT-P-52 b,1178,0.818 Jupiters,14.107,2015
741,HAT-P-53 b,2175,1.484 Jupiters,13.78,2015
742,HAT-P-54 b,469,0.76 Jupiters,13.398,2015
743,HAT-P-55 b,1668,0.582 Jupiters,13.197,2015
744,HAT-P-56 b,1046,2.31 Jupiters,10.92,2015
745,HAT-P-57 b,913,1.41 Jupiters,10.639,2015
746,HAT-P-58 b,1682,0.372 Jupiters,12.925,2021
747,HAT-P-59 b,866,1.54 Jupiters,11.64,2021
748,HAT-P-5 b,989,0.98 Jupiters,11.954,2007
749,HAT-P-60 b,761,0.574 Jupiters,9.727,2021
750,HAT-P-38 b,832,0.267 Jupiters,12.525,2012
751,HAT-P-39 b,2274,0.599 Jupiters,12.282,2012
752,HAT-P-3 b,439,0.65 Jupiters,11.856,2007
753,HAT-P-40 b,1515,0.48 Jupiters,11.34,2012
754,HAT-P-41 b,1136,1.19 Jupiters,11.365,2012
755,HAT-P-42 b,1322,1.044 Jupiters,12.125,2012
756,HAT-P-43 b,1725,0.662 Jupiters,13.279,2012
757,HAT-P-44 b,1135,0.352 Jupiters,13.225,2014
758,HAT-P-44 c,1135,4 Jupiters,13.225,2014
759,HAT-P-45 b,974,0.892 Jupiters,12.783,2014
760,HAT-P-46 b,948,0.493 Jupiters,11.997,2014
761,HAT-P-49 b,1143,2.2 Jupiters,10.205,2014
762,HAT-P-4 b,1045,0.671 Jupiters,11.118,2007
763,HAT-P-50 b,1681,1.35 Jupiters,11.703,2015
764,HAT-P-51 b,1436,0.309 Jupiters,13.51,2015
765,HAT-P-52 b,1178,0.818 Jupiters,14.107,2015
766,HAT-P-53 b,2175,1.484 Jupiters,13.78,2015
767,HAT-P-54 b,469,0.76 Jupiters,13.398,2015
768,HAT-P-55 b,1668,0.582 Jupiters,13.197,2015
769,HAT-P-56 b,1046,2.31 Jupiters,10.92,2015
770,HAT-P-57 b,913,1.41 Jupiters,10.639,2015
771,HAT-P-58 b,1682,0.372 Jupiters,12.925,2021
772,HAT-P-59 b,866,1.54 Jupiters,11.64,2021
773,HAT-P-5 b,989,0.98 Jupiters,11.954,2007
774,HAT-P-60 b,761,0.574 Jupiters,9.727,2021
775,HAT-P-38 b,832,0.267 Jupiters,12.525,2012
776,HAT-P-39 b,2274,0.599 Jupiters,12.282,2012
777,HAT-P-3 b,439,0.65 Jupiters,11.856,2007
778,HAT-P-40 b,1515,0.48 Jupiters,11.34,2012
779,HAT-P-41 b,1136,1.19 Jupiters,11.365,2012
780,HAT-P-42 b,1322,1.044 Jupiters,12.125,2012
781,HAT-P-43 b,1725,0.662 Jupiters,13.279,2012
782,HAT-P-44 b,1135,0.352 Jupiters,13.225,2014
783,HAT-P-44 c,1135,4 Jupiters,13.225,2014
784,HAT-P-45 b,974,0.892 Jupiters,12.783,2014
785,HAT-P-46 b,948,0.493 Jupiters,11.997,2014
786,HAT-P-49 b,1143,2.2 Jupiters,10.205,2014
787,HAT-P-4 b,1045,0.671 Jupiters,11.118,2007
788,HAT-P-50 b,1681,1.35 Jupiters,11.703,2015
789,HAT-P-51 b,1436,0.309 Jupiters,13.51,2015
790,HAT-P-52 b,1178,0.818 Jupiters,14.107,2015
791,HAT-P-53 b,2175,1.484 Jupiters,13.78,2015
792,HAT-P-54 b,469,0.76 Jupiters,13.398,2015
793,HAT-P-55 b,1668,0.582 Jupiters,13.197,2015
794,HAT-P-56 b,1046,2.31 Jupiters,10.92,2015
795,HAT-P-57 b,913,1.41 Jupiters,10.639,2015
796,HAT-P-58 b,1682,0.372 Jupiters,12.925,2021
797,HAT-P-59 b,866,1.54 Jupiters,11.64,2021
798,HAT-P-5 b,989,0.98 Jupiters,11.954,2007
799,HAT-P-60 b,761,0.574 Jupiters,9.727,2021
800,HAT-P-61 b,1105,1.057 Jupiters,13.096,2021
801,HAT-P-62 b,1138,0.761 Jupiters,12.539,2021
802,HAT-P-63 b,14624,0.614 Jupiters,20.1544,2021
803,HAT-P-64 b,2126,0.58 Jupiters,12.855,2021
804,HAT-P-65 b,2409,0.527 Jupiters,13.121,2016
805,HAT-P-66 b,3051,0.783 Jupiters,13.014,2016
806,HAT-P-67 b,1212,0.34 Jupiters,10.106,2017
807,HAT-P-68 b,659,0.724 Jupiters,13.802,2020
808,HAT-P-69 b,1113,3.58 Jupiters,9.774,2019
809,HAT-P-6 b,898,1.32 Jupiters,10.469,2007
810,HAT-P-70 b,1079,6.78 Jupiters,9.47,2019
811,HAT-P-7 b,1113,1.84 Jupiters,10.481,2008
812,HAT-P-8 b,690,1.28 Jupiters,10.358,2008
813,HAT-P-9 b,1485,0.749 Jupiters,12.344,2008
814,HATS-10 b,1745,0.526 Jupiters,13.202,2015
815,HATS-11 b,3081,0.83 Jupiters,14.06,2016
816,HATS-12 b,2434,2.39 Jupiters,12.831,2016
817,HATS-13 b,1376,0.543 Jupiters,13.911,2015
818,HATS-14 b,1673,1.071 Jupiters,14.052,2015
819,HATS-15 b,3717,2.17 Jupiters,14.909,2016
820,HATS-16 b,2469,3.27 Jupiters,13.957,2016
821,HATS-17 b,1306,1.338 Jupiters,12.402,2016
822,HATS-18 b,2037,1.9795 Jupiters,14.188,2016
823,HATS-1 b,926,1.855 Jupiters,12.155,2012
824,HATS-22 b,749,2.74 Jupiters,13.397,2017
825,HATS-68 b,1970,1.29 Jupiters,12.312,2018
826,HATS-69 b,1352,0.577 Jupiters,14.074,2018
827,HATS-6 b,552,0.319 Jupiters,15.044,2015
828,HATS-70 b,4759,12.9 Jupiters,12.227,2019
829,HATS-71 b,457,0.37 Jupiters,16.437,2020
830,HATS-72 b,416,39.85588 Earths,12.324,2020
831,HATS-74 A b,977,1.46 Jupiters,17.26,2021
832,HATS-75 b,636,0.491 Jupiters,15.689,2021
833,HATS-76 b,1258,2.629 Jupiters,16.68,2021
834,HATS-77 b,1423,1.374 Jupiters,16.195,2021
835,HATS-7 b,785,38.1396 Earths,13.347,2015
836,HATS-8 b,2592,0.138 Jupiters,14.512,2015
837,HATS-9 b,2083,0.837 Jupiters,13.256,2015
838,HD 100546 b,358,752 Jupiters,6.69,2014
839,HD 100655 b,447,1.61 Jupiters,6.4421,2011
840,HD 100777 b,162,1.03 Jupiters,8.42,2007
841,HD 10180 c,127,13.1 Earths,7.33,2010
842,HD 10180 d,127,11.75 Earths,7.33,2010
843,HD 10180 e,127,25.1 Earths,7.33,2010
844,HD 10180 f,127,23.9 Earths,7.33,2010
845,HD 10180 g,127,21.4 Earths,7.33,2010
846,HD 10180 h,127,0.203 Jupiters,7.33,2010
847,HD 101930 b,98,0.25 Jupiters,8.21,2005
848,HD 102117 b,129,0.17 Jupiters,7.47,2005
849,HD 102195 b,96,0.41 Jupiters,8.07,2006
850,HATS-68 b,1970,1.29 Jupiters,12.312,2018
851,HATS-69 b,1352,0.577 Jupiters,14.074,2018
852,HATS-6 b,552,0.319 Jupiters,15.044,2015
853,HATS-70 b,4759,12.9 Jupiters,12.227,2019
854,HATS-71 b,457,0.37 Jupiters,16.437,2020
855,HATS-72 b,416,39.85588 Earths,12.324,2020
856,HATS-74 A b,977,1.46 Jupiters,17.26,2021
857,HATS-75 b,636,0.491 Jupiters,15.689,2021
858,HATS-76 b,1258,2.629 Jupiters,16.68,2021
859,HATS-77 b,1423,1.374 Jupiters,16.195,2021
860,HATS-7 b,785,38.1396 Earths,13.347,2015
861,HATS-8 b,2592,0.138 Jupiters,14.512,2015
862,HATS-9 b,2083,0.837 Jupiters,13.256,2015
863,HD 100546 b,358,752 Jupiters,6.69,2014
864,HD 100655 b,447,1.61 Jupiters,6.4421,2011
865,HD 100777 b,162,1.03 Jupiters,8.42,2007
866,HD 10180 c,127,13.1 Earths,7.33,2010
867,HD 10180 d,127,11.75 Earths,7.33,2010
868,HD 10180 e,127,25.1 Earths,7.33,2010
869,HD 10180 f,127,23.9 Earths,7.33,2010
870,HD 10180 g,127,21.4 Earths,7.33,2010
871,HD 10180 h,127,0.203 Jupiters,7.33,2010
872,HD 101930 b,98,0.25 Jupiters,8.21,2005
873,HD 102117 b,129,0.17 Jupiters,7.47,2005
874,HD 102195 b,96,0.41 Jupiters,8.07,2006
875,HATS-68 b,1970,1.29 Jupiters,12.312,2018
876,HATS-69 b,1352,0.577 Jupiters,14.074,2018
877,HATS-6 b,552,0.319 Jupiters,15.044,2015
878,HATS-70 b,4759,12.9 Jupiters,12.227,2019
879,HATS-71 b,457,0.37 Jupiters,16.437,2020
880,HATS-72 b,416,39.85588 Earths,12.324,2020
881,HATS-74 A b,977,1.46 Jupiters,17.26,2021
882,HATS-75 b,636,0.491 Jupiters,15.689,2021
883,HATS-76 b,1258,2.629 Jupiters,16.68,2021
884,HATS-77 b,1423,1.374 Jupiters,16.195,2021
885,HATS-7 b,785,38.1396 Earths,13.347,2015
886,HATS-8 b,2592,0.138 Jupiters,14.512,2015
887,HATS-9 b,2083,0.837 Jupiters,13.256,2015
888,HD 100546 b,358,752 Jupiters,6.69,2014
889,HD 100655 b,447,1.61 Jupiters,6.4421,2011
890,HD 100777 b,162,1.03 Jupiters,8.42,2007
891,HD 10180 c,127,13.1 Earths,7.33,2010
892,HD 10180 d,127,11.75 Earths,7.33,2010
893,HD 10180 e,127,25.1 Earths,7.33,2010
894,HD 10180 f,127,23.9 Earths,7.33,2010
895,HD 10180 g,127,21.4 Earths,7.33,2010
896,HD 10180 h,127,0.203 Jupiters,7.33,2010
897,HD 101930 b,98,0.25 Jupiters,8.21,2005
898,HD 102117 b,129,0.17 Jupiters,7.47,2005
899,HD 102195 b,96,0.41 Jupiters,8.07,2006
900,HATS-68 b,1970,1.29 Jupiters,12.312,2018
901,HATS-69 b,1352,0.577 Jupiters,14.074,2018
902,HATS-6 b,552,0.319 Jupiters,15.044,2015
903,HATS-70 b,4759,12.9 Jupiters,12.227,2019
904,HATS-71 b,457,0.37 Jupiters,16.437,2020
905,HATS-72 b,416,39.85588 Earths,12.324,2020
906,HATS-74 A b,977,1.46 Jupiters,17.26,2021
907,HATS-75 b,636,0.491 Jupiters,15.689,2021
